case_id,transaction_id,submission_datetime,submission_channel,customer_service_segment,transaction_datetime,transaction_type,transaction_amount_gbp,merchant_category,dispute_category,customer_sentiment,evidence_completeness,initial_evidence_count,priority,assigned_queue,case_status,first_response_datetime,resolution_datetime,sla_target_hours,manual_handoff_count,rework_count,customer_contact_count,customer_update_count,fraud_referral_flag,escalation_flag,complaint_flag,outcome,refund_amount_gbp,resolution_time_hours,first_response_time_hours,sla_breached_flag,data_quality_flag
PFXC-000081,TXN-0002554,2025-08-20T18:47:53,Web,Standard,2025-07-30T05:51:53,Bank Transfer,103.37,Utilities,Cash Withdrawal Dispute,Frustrated,Complete,2,Standard,Customer Service,In Investigation,2025-08-21T16:34:09,,120,2,0,2,3,No,No,Yes,Pending,0.00,,21.77,No,Valid
PFXC-000082,TXN-0005820,2026-01-28T09:36:47,Web,Standard,2026-01-24T08:42:47,Bank Transfer,115.61,Retail,Unauthorised Transaction,Neutral,Partial,1,Standard,Customer Service,Resolved,2026-01-29T00:19:50,2026-02-02T15:55:50,120,0,1,1,3,No,Yes,No,Fraud Referral,0.00,126.32,14.72,Yes,Valid
PFXC-000083,TXN-0007576,2025-09-04T09:05:16,Mobile,Assisted Digital,2025-07-25T19:00:16,Card Purchase,48.69,Retail,Subscription Dispute,Frustrated,Complete,4,Standard,Refund Approval,Resolved,2025-09-05T03:10:10,2025-09-09T09:43:18,120,2,0,1,2,No,Yes,No,Partial Refund,19.13,120.63,18.08,Yes,Valid
PFXC-000084,TXN-0000015,2025-10-02T06:35:08,Mobile,Standard,2025-09-07T01:53:08,Bank Transfer,42.50,Retail,Unauthorised Transaction,Frustrated,Missing,0,High,Customer Service,Resolved,2025-10-02T14:19:19,2025-10-09T09:38:22,72,1,1,3,3,No,No,No,Full Refund,42.50,171.05,7.74,Yes,Valid
PFXC-000085,TXN-0007718,2026-06-03T17:47:47,Mobile,Standard,2026-04-10T21:09:47,Wallet Payment,33.58,Travel,Unauthorised Transaction,Distressed,Partial,2,Standard,Customer Service,Resolved,2026-06-04T09:27:05,2026-06-11T05:06:33,120,1,0,2,3,No,Yes,No,Fraud Referral,0.00,179.31,15.66,Yes,Valid
PFXC-000086,TXN-0003282,2025-06-25T17:14:57,Web,Standard,2025-05-24T15:14:57,Wallet Payment,61.98,Retail,Cash Withdrawal Dispute,Distressed,Complete,4,High,Fraud Review,Rejected,2025-06-25T17:58:27,2025-07-05T06:30:16,72,4,0,3,3,Yes,Yes,Yes,No Refund,0.00,229.26,0.73,Yes,Valid
PFXC-000087,TXN-0003572,2025-04-30T04:08:33,Web,Standard,2025-03-31T06:44:33,Bank Transfer,166.88,Retail,Subscription Dispute,Neutral,Complete,4,Standard,Customer Service,Resolved,2025-04-30T20:27:03,2025-05-03T11:17:42,120,1,0,0,3,No,No,No,Full Refund,166.88,79.15,16.31,No,Valid
PFXC-000088,TXN-0010112,2025-04-16T16:21:57,Chat,Standard,2025-04-11T04:15:57,Card Purchase,17.87,Travel,Delayed Refund,Frustrated,Partial,1,Low,Payment Operations,Resolved,2025-04-17T20:31:31,2025-04-21T23:08:09,168,0,1,2,2,No,No,Yes,Full Refund,17.87,126.77,28.16,No,Valid
PFXC-000089,TXN-0007874,2026-01-09T00:56:31,Mobile,Standard,2026-01-01T15:11:31,Card Purchase,160.06,Utilities,Other,Distressed,Complete,3,Standard,Fraud Review,Awaiting Evidence,2026-01-10T02:10:32,,120,3,0,2,3,Yes,Yes,No,Pending,0.00,,25.23,No,Valid
PFXC-000090,TXN-0005723,2025-12-09T23:52:32,Mobile,Assisted Digital,2025-11-22T09:18:32,Card Purchase,235.83,Travel,Unauthorised Transaction,Frustrated,Complete,2,Standard,Customer Service,Rejected,2025-12-10T22:49:53,2025-12-14T00:34:38,120,2,0,2,1,No,No,No,No Refund,0.00,96.70,22.96,No,Valid
PFXC-000091,TXN-0011273,2025-04-14T19:29:01,Chat,Vulnerable Support,2025-03-28T06:39:01,Cash Withdrawal,34.18,Subscription,Duplicate Debit,Frustrated,Complete,4,Standard,Payment Operations,Rejected,2025-04-15T12:54:04,2025-04-18T18:03:08,120,2,0,2,2,No,No,No,No Refund,0.00,94.57,17.42,No,Valid
PFXC-000092,TXN-0011862,2026-06-03T18:59:09,Email,Standard,2026-05-14T21:04:09,Card Purchase,15.22,Utilities,Subscription Dispute,Neutral,Complete,4,Standard,Customer Service,Cancelled,2026-06-04T06:38:47,2026-06-06T16:55:51,120,1,0,0,2,No,No,No,Customer Withdrawn,0.00,69.95,11.66,No,Valid
PFXC-000093,TXN-0004756,2025-01-05T21:39:45,Call Centre,Standard,2024-11-30T20:11:45,Card Purchase,130.32,Retail,Unauthorised Transaction,Distressed,Complete,2,Standard,Fraud Review,Rejected,2025-01-06T03:29:39,2025-01-12T15:07:30,120,2,0,1,3,Yes,No,Yes,No Refund,0.00,161.46,5.83,Yes,Valid
PFXC-000094,TXN-0001480,2025-09-27T23:28:41,Web,Standard,2025-09-20T22:22:41,Card Purchase,353.66,Cash Withdrawal,Failed Payment,Neutral,Complete,4,Standard,Technical Support,Rejected,2025-09-28T19:00:27,2025-10-01T04:25:51,120,1,0,3,3,No,No,No,No Refund,0.00,76.95,19.53,No,Valid
PFXC-000095,TXN-0000440,2025-11-05T00:49:03,Email,Standard,2025-10-17T06:44:03,Card Purchase,65.18,Retail,Unauthorised Transaction,Neutral,Partial,2,High,Customer Service,Pending Approval,2025-11-05T05:52:52,,72,3,0,1,2,No,No,No,Pending,0.00,,5.06,No,Valid
PFXC-000096,TXN-0011716,2025-10-25T18:39:41,Web,Standard,2025-10-06T23:50:41,Wallet Payment,163.05,Utilities,Merchant Non-confirmation,Positive,Complete,3,Standard,Technical Support,Resolved,2025-10-26T10:46:29,2025-10-30T12:11:05,120,1,0,0,2,No,No,No,Full Refund,163.05,113.52,16.11,No,Valid
PFXC-000097,TXN-0011726,2025-10-08T18:58:53,Web,Standard,2025-08-24T23:06:53,Direct Debit,32.23,Retail,Duplicate Debit,Frustrated,Complete,4,Standard,Payment Operations,Resolved,2025-10-09T11:14:24,2025-10-13T20:56:52,120,1,1,2,3,No,Yes,Yes,Full Refund,32.23,121.97,16.26,Yes,Valid
PFXC-000098,TXN-0003125,2026-01-03T04:09:51,Web,Standard,2025-12-19T17:17:51,Card Purchase,315.81,Travel,Unauthorised Transaction,Frustrated,Complete,2,High,Customer Service,Resolved,2026-01-03T16:37:53,2026-01-06T10:29:29,72,0,0,1,3,No,No,Yes,Partial Refund,185.21,78.33,12.47,Yes,Valid
PFXC-000099,TXN-0003747,2025-09-17T06:09:50,Web,Standard,2025-08-03T16:55:50,Card Purchase,31.47,Travel,Incorrect Amount,Frustrated,Complete,2,Standard,Payment Operations,Awaiting Evidence,2025-09-17T22:37:17,,120,1,0,2,0,No,No,Yes,Pending,0.00,,16.46,No,Valid
PFXC-000100,TXN-0008203,2025-05-03T15:18:57,Call Centre,Assisted Digital,2025-04-21T07:28:57,Wallet Payment,28.72,Digital Services,Other,Frustrated,Partial,2,Standard,Customer Service,Pending Customer,2025-05-04T06:08:36,,120,2,1,2,5,No,Yes,No,Pending,0.00,,14.83,No,Valid
PFXC-000101,TXN-0011656,2025-06-12T02:38:53,Chat,Standard,2025-05-28T01:55:53,Card Purchase,76.42,Other,Incorrect Amount,Frustrated,Complete,2,Standard,Payment Operations,Resolved,2025-06-12T16:23:12,2025-06-14T12:15:09,120,1,1,2,3,No,No,No,Full Refund,76.42,57.60,13.74,No,Valid
PFXC-000102,TXN-0009554,2025-10-02T09:14:57,Mobile,Standard,2025-09-14T15:42:57,Direct Debit,21.71,Travel,Delayed Refund,Neutral,Complete,3,Standard,Payment Operations,Resolved,2025-10-02T20:03:48,2025-10-06T13:27:22,120,1,0,1,4,No,No,Yes,Full Refund,21.71,100.21,10.81,No,Valid
PFXC-000103,TXN-0006431,2025-09-05T04:46:25,Web,Standard,2025-08-18T23:58:25,Bank Transfer,57.80,Utilities,Failed Payment,Distressed,Missing,0,Standard,Technical Support,Resolved,2025-09-06T01:33:03,2025-09-12T21:13:58,120,1,1,2,3,No,No,No,Full Refund,57.80,184.46,20.78,Yes,Valid
PFXC-000104,TXN-0010515,2025-02-18T06:42:44,Mobile,Vulnerable Support,2025-01-31T16:45:44,Wallet Payment,13.40,Utilities,Subscription Dispute,Neutral,Complete,4,Standard,Customer Service,Rejected,2025-02-18T18:13:10,2025-02-22T22:48:12,120,1,1,1,4,No,No,No,No Refund,0.00,112.09,11.51,No,Valid
PFXC-000105,TXN-0000986,2025-10-26T23:40:21,Chat,Standard,2025-10-20T17:53:21,Card Purchase,28.01,Retail,Cash Withdrawal Dispute,Frustrated,Missing,0,Standard,Fraud Review,Resolved,2025-10-27T15:10:32,2025-11-07T20:32:33,120,1,2,2,4,Yes,No,Yes,Full Refund,28.01,284.87,15.50,Yes,Valid
PFXC-000106,TXN-0002529,2025-08-04T00:22:53,Mobile,Standard,2025-06-19T06:08:53,Card Purchase,97.84,Travel,Unauthorised Transaction,Distressed,Partial,2,Standard,Fraud Review,Resolved,2025-08-05T01:56:53,2025-08-12T09:12:47,120,3,0,2,5,Yes,No,No,Full Refund,97.84,200.83,25.57,Yes,Valid
PFXC-000107,TXN-0009490,2026-03-22T05:09:27,Web,Standard,2026-03-02T23:52:27,Bank Transfer,35.42,Retail,Incorrect Amount,Distressed,Missing,0,Standard,Payment Operations,Resolved,2026-03-23T03:04:29,2026-03-27T23:28:59,120,2,0,3,2,No,Yes,Yes,Partial Refund,24.32,138.33,21.92,Yes,Valid
PFXC-000108,TXN-0008233,2026-05-16T12:31:57,Web,Standard,2026-04-17T00:13:57,Card Purchase,41.31,Retail,Merchant Non-confirmation,Distressed,Partial,1,Standard,Technical Support,Rejected,2026-05-17T04:18:28,2026-05-23T10:12:38,120,1,0,2,4,No,No,Yes,No Refund,0.00,165.68,15.78,Yes,Valid
PFXC-000109,TXN-0007755,2025-06-22T00:55:42,Web,Standard,2025-06-08T05:47:42,Bank Transfer,9.32,Cash Withdrawal,Delayed Refund,Frustrated,Complete,3,Standard,Payment Operations,Resolved,2025-06-22T15:33:07,2025-06-25T17:00:57,120,1,0,1,2,No,No,No,Full Refund,9.32,88.09,14.62,No,Valid
PFXC-000110,TXN-0007168,2025-03-19T15:34:16,Web,Standard,2025-02-24T01:57:16,Cash Withdrawal,64.16,Digital Services,Other,Distressed,Complete,3,Standard,Customer Service,Cancelled,2025-03-20T14:42:06,2025-03-25T01:50:58,120,3,1,4,3,No,No,Yes,Customer Withdrawn,0.00,130.28,23.13,Yes,Valid
PFXC-000111,TXN-0008488,2025-10-30T19:19:22,Call Centre,Standard,2025-10-06T02:53:22,Card Purchase,52.62,Digital Services,Unauthorised Transaction,Distressed,Missing,0,Standard,Fraud Review,Resolved,2025-10-31T19:35:19,2025-11-10T18:53:56,120,4,1,3,2,Yes,Yes,No,Fraud Referral,0.00,263.58,24.27,Yes,Valid
PFXC-000112,TXN-0011809,2025-09-13T20:01:36,Email,Standard,2025-07-30T13:28:36,Card Purchase,73.35,Travel,Duplicate Debit,Neutral,Complete,4,Standard,Refund Approval,Resolved,2025-09-14T07:05:15,2025-09-18T05:17:12,120,1,1,1,3,No,No,No,Full Refund,73.35,105.26,11.06,No,Valid
PFXC-000113,TXN-0009581,2025-11-10T08:35:37,Web,Standard,2025-10-20T04:04:37,Direct Debit,27.11,Cash Withdrawal,Incorrect Amount,Neutral,Complete,4,Low,Fraud Review,Resolved,2025-11-11T10:46:24,2025-11-14T01:27:03,168,1,0,1,4,Yes,No,Yes,Full Refund,27.11,88.86,26.18,No,Valid
PFXC-000114,TXN-0012044,2025-01-06T02:39:10,Mobile,Assisted Digital,2024-12-21T10:04:10,Bank Transfer,16.89,Digital Services,Delayed Refund,Frustrated,Complete,3,Standard,Payment Operations,Resolved,2025-01-07T02:00:59,2025-01-10T01:05:31,120,2,0,1,2,No,No,No,Full Refund,16.89,94.44,23.36,No,Valid
PFXC-000115,TXN-0004471,2025-05-02T07:29:47,Web,Standard,2025-04-09T02:02:47,Bank Transfer,30.50,Cash Withdrawal,Delayed Refund,Frustrated,Missing,0,Standard,Payment Operations,Resolved,2025-05-02T19:31:05,2025-05-10T04:46:55,120,2,2,4,4,No,No,No,Full Refund,30.50,189.29,12.02,Yes,Valid
PFXC-000116,TXN-0002820,2025-05-15T11:42:08,Email,Assisted Digital,2025-03-26T10:26:08,Wallet Payment,61.43,Retail,Failed Payment,Distressed,Partial,2,Standard,Technical Support,Rejected,2025-05-16T10:16:43,2025-05-20T18:35:32,120,2,2,4,2,No,No,Yes,No Refund,0.00,126.89,22.58,Yes,Valid
PFXC-000117,TXN-0000396,2026-05-24T00:53:31,Web,Standard,2026-04-30T09:30:31,Card Purchase,34.39,Retail,Delayed Refund,Frustrated,Partial,2,Standard,Payment Operations,Rejected,2026-05-25T01:38:22,2026-05-28T23:35:25,120,2,1,3,2,No,No,Yes,No Refund,0.00,118.70,24.75,No,Valid
PFXC-000118,TXN-0011254,2025-03-15T22:47:31,Email,Assisted Digital,2025-03-08T01:44:31,Direct Debit,29.25,Cash Withdrawal,Duplicate Debit,Positive,Complete,4,Low,Fraud Review,Resolved,2025-03-17T08:28:05,2025-03-21T15:30:15,168,3,1,1,3,Yes,No,No,Fraud Referral,0.00,136.71,33.68,No,Valid
PFXC-000119,TXN-0009248,2026-03-13T04:47:44,Web,Standard,2026-03-06T09:36:44,Card Purchase,117.42,Utilities,Unauthorised Transaction,Neutral,Complete,2,Standard,Customer Service,Resolved,2026-03-14T03:10:14,2026-03-16T20:46:49,120,0,0,0,2,No,No,No,Partial Refund,75.54,87.98,22.38,No,Valid
PFXC-000120,TXN-0005510,2025-08-23T23:38:59,Mobile,Standard,2025-07-26T14:32:59,Bank Transfer,197.53,Subscription,Unauthorised Transaction,Frustrated,Partial,2,High,Fraud Review,Rejected,2025-08-24T12:26:29,2025-09-02T01:16:51,72,2,0,0,5,Yes,Yes,No,No Refund,0.00,217.63,12.79,Yes,Valid
PFXC-000121,TXN-0008943,2026-01-09T18:22:07,Web,Assisted Digital,2025-12-07T15:50:07,Card Purchase,17.96,Digital Services,Merchant Non-confirmation,Positive,Complete,4,Standard,Technical Support,Pending Customer,2026-01-10T20:24:48,,120,2,0,1,2,No,No,No,Pending,0.00,,26.04,No,Valid
PFXC-000122,TXN-0002014,2025-11-05T15:07:57,Web,Standard,2025-10-16T03:37:57,Card Purchase,32.74,Utilities,Failed Payment,Frustrated,Complete,2,Standard,Technical Support,Rejected,2025-11-06T08:27:52,2025-11-08T10:44:33,120,0,1,2,2,No,No,No,No Refund,0.00,67.61,17.33,No,Valid
PFXC-000123,TXN-0005780,2025-01-18T17:07:32,Mobile,Standard,2024-12-26T22:23:32,Card Purchase,197.25,Travel,Duplicate Debit,Frustrated,Missing,0,Standard,Payment Operations,Resolved,2025-01-19T09:26:43,2025-01-24T19:10:30,120,2,2,4,5,No,Yes,No,Full Refund,197.25,146.05,16.32,Yes,Valid
PFXC-000124,TXN-0006099,2026-01-30T14:24:45,Mobile,Standard,2026-01-13T22:46:45,Cash Withdrawal,113.40,Retail,Subscription Dispute,Frustrated,Complete,4,Low,Customer Service,Cancelled,2026-01-31T14:40:57,2026-02-03T23:39:39,168,0,1,2,3,No,No,Yes,Customer Withdrawn,0.00,105.25,24.27,No,Valid
PFXC-000125,TXN-0007394,2026-05-22T08:10:57,Web,Standard,2026-04-13T15:41:57,Direct Debit,19.98,Retail,Merchant Non-confirmation,Neutral,Partial,2,Standard,Technical Support,In Investigation,2026-05-23T01:47:29,,120,1,1,1,3,No,No,No,Pending,0.00,,17.61,No,Valid
PFXC-000126,TXN-0006626,2025-06-28T09:31:39,Call Centre,Standard,2025-05-26T18:06:39,Bank Transfer,127.07,Other,Failed Payment,Frustrated,Missing,0,Standard,Complaints,Resolved,2025-06-29T09:59:12,2025-07-04T10:06:37,120,0,1,3,2,No,Yes,Yes,Full Refund,127.07,144.58,24.46,Yes,Valid
PFXC-000127,TXN-0006124,2026-04-15T00:05:16,Mobile,Standard,2026-04-05T19:17:16,Card Purchase,20.59,Travel,Duplicate Debit,Frustrated,Complete,4,Low,Payment Operations,Resolved,2026-04-16T09:38:20,2026-04-18T12:17:57,168,3,0,2,1,No,No,No,Full Refund,20.59,84.21,33.55,No,Valid
PFXC-000128,TXN-0010609,2025-05-10T20:40:19,Call Centre,Standard,2025-04-28T20:46:19,Bank Transfer,186.16,Utilities,Failed Payment,Frustrated,Partial,1,Low,Technical Support,Rejected,2025-05-12T02:33:00,2025-05-14T22:03:10,168,2,0,3,1,No,No,No,No Refund,0.00,97.38,29.88,No,Valid
PFXC-000129,TXN-0002612,2026-03-14T11:25:05,Mobile,Standard,2026-01-30T04:14:05,Wallet Payment,91.98,Other,Subscription Dispute,Neutral,Complete,4,Standard,Customer Service,Rejected,2026-03-15T04:10:13,2026-03-16T22:44:53,120,0,0,1,1,No,No,No,No Refund,0.00,59.33,16.75,No,Valid
PFXC-000130,TXN-0002656,2026-02-10T20:52:44,Call Centre,Standard,2025-12-12T05:45:44,Wallet Payment,78.59,Other,Cash Withdrawal Dispute,Frustrated,Complete,4,Standard,Fraud Review,Resolved,2026-02-11T16:28:03,2026-02-20T16:21:14,120,3,1,2,4,Yes,Yes,No,Fraud Referral,0.00,235.48,19.59,Yes,Valid
PFXC-000131,TXN-0002549,2025-06-11T12:21:41,Web,Standard,2025-05-24T23:45:41,Bank Transfer,101.83,Utilities,Unauthorised Transaction,Distressed,Complete,4,High,Customer Service,Rejected,2025-06-11T19:23:31,2025-06-17T16:25:45,72,2,2,6,2,No,Yes,Yes,No Refund,0.00,148.07,7.03,Yes,Valid
PFXC-000132,TXN-0003779,2025-07-15T00:29:12,Mobile,Standard,2025-06-29T15:06:12,Direct Debit,182.22,Retail,Failed Payment,Frustrated,Partial,1,Standard,Technical Support,Rejected,2025-07-15T11:14:03,2025-07-18T23:18:29,120,2,0,4,3,No,No,No,No Refund,0.00,94.82,10.75,No,Valid
PFXC-000133,TXN-0012127,2025-11-13T10:47:26,Web,Standard,2025-10-13T17:59:26,Direct Debit,171.37,Retail,Unauthorised Transaction,Distressed,Complete,3,High,Fraud Review,Resolved,2025-11-14T01:36:51,2025-11-20T13:35:36,72,2,1,4,3,Yes,Yes,Yes,Full Refund,171.37,170.80,14.82,Yes,Valid
PFXC-000134,TXN-0004004,2026-06-14T19:08:52,Web,Vulnerable Support,2026-04-19T01:58:52,Card Purchase,376.31,Travel,Cash Withdrawal Dispute,Frustrated,Missing,0,Urgent,Customer Service,Rejected,2026-06-14T19:23:52,2026-06-21T15:15:26,24,1,1,3,4,No,No,No,No Refund,0.00,164.11,0.25,Yes,Valid
PFXC-000135,TXN-0012388,2025-02-27T10:58:34,Web,Standard,2025-01-29T03:33:34,Direct Debit,10.48,Travel,Failed Payment,Neutral,Complete,3,Standard,Technical Support,Rejected,2025-02-28T02:24:34,2025-03-02T07:05:08,120,1,0,1,2,No,Yes,No,No Refund,0.00,68.11,15.43,No,Valid
PFXC-000136,TXN-0009876,2025-09-22T03:00:31,Mobile,Standard,2025-09-13T22:34:31,Wallet Payment,115.13,Retail,Unauthorised Transaction,Frustrated,Complete,3,High,Fraud Review,Rejected,2025-09-22T15:28:27,2025-10-01T13:38:17,72,4,0,2,4,Yes,No,No,No Refund,0.00,226.63,12.47,Yes,Valid
PFXC-000137,TXN-0000684,2026-01-13T14:05:35,Call Centre,Standard,2025-11-28T03:00:35,Wallet Payment,7.75,Utilities,Subscription Dispute,Positive,Partial,2,Standard,Customer Service,Pending Customer,2026-01-14T04:16:42,,120,2,0,0,4,No,No,No,Pending,0.00,,14.19,No,Valid
PFXC-000138,TXN-0002276,2025-02-24T02:52:57,Web,Standard,2025-01-22T18:59:57,Card Purchase,42.69,Retail,Duplicate Debit,Neutral,Complete,4,Low,Payment Operations,Resolved,2025-02-25T04:13:01,2025-02-26T16:19:46,168,1,0,1,1,No,No,No,Full Refund,42.69,61.45,25.33,No,Valid
PFXC-000139,TXN-0009617,2025-05-05T00:11:59,Chat,Standard,2025-04-01T00:34:59,Bank Transfer,49.28,Retail,Failed Payment,Neutral,Complete,4,Standard,Technical Support,Rejected,2025-05-05T17:42:09,2025-05-07T13:53:58,120,2,0,2,2,No,No,No,No Refund,0.00,61.70,17.50,No,Valid
PFXC-000140,TXN-0004810,2025-08-25T10:30:29,Call Centre,Standard,2025-07-10T16:08:29,Bank Transfer,149.40,Retail,Duplicate Debit,Frustrated,Partial,2,Standard,Payment Operations,Rejected,2025-08-26T09:14:23,2025-08-31T17:51:32,120,2,1,3,3,No,Yes,Yes,No Refund,0.00,151.35,22.73,Yes,Valid
PFXC-000141,TXN-0003148,2025-03-19T16:32:24,Call Centre,Standard,2025-03-02T11:31:24,Card Purchase,7.39,Digital Services,Unauthorised Transaction,Distressed,Partial,2,Standard,Fraud Review,Resolved,2025-03-20T10:56:18,2025-03-28T20:46:16,120,3,2,3,4,Yes,Yes,Yes,Fraud Referral,0.00,220.23,18.40,Yes,Valid
PFXC-000142,TXN-0001628,2025-07-14T10:45:47,Web,Standard,2025-06-23T04:19:47,Card Purchase,57.94,Other,Delayed Refund,Distressed,Complete,2,Standard,Payment Operations,Rejected,2025-07-15T00:30:10,2025-07-20T09:48:32,120,2,0,3,3,No,Yes,Yes,No Refund,0.00,143.05,13.74,Yes,Valid
PFXC-000143,TXN-0010272,2025-09-10T08:28:24,Web,Assisted Digital,2025-08-06T10:30:24,Card Purchase,492.39,Travel,Unauthorised Transaction,Distressed,Partial,1,High,Fraud Review,Resolved,2025-09-10T18:14:28,2025-09-17T22:31:32,72,2,0,3,4,Yes,No,No,Fraud Referral,0.00,182.05,9.77,Yes,Valid
PFXC-000144,TXN-0008042,2025-07-01T02:03:21,Web,Standard,2025-06-28T19:48:21,Bank Transfer,263.07,Digital Services,Merchant Non-confirmation,Distressed,Partial,2,Standard,Technical Support,Resolved,2025-07-01T16:06:05,2025-07-09T02:08:03,120,2,2,5,2,No,Yes,No,Full Refund,263.07,192.08,14.05,Yes,Valid
PFXC-000145,TXN-0010765,2026-04-23T03:40:51,Call Centre,Standard,2026-03-24T04:40:51,Bank Transfer,96.07,Retail,Unauthorised Transaction,Neutral,Partial,1,Standard,Customer Service,Rejected,2026-04-23T12:08:08,2026-04-27T13:52:38,120,0,0,2,2,No,No,No,No Refund,0.00,106.20,8.45,No,Valid
PFXC-000146,TXN-0010830,2025-04-30T12:14:16,Chat,Standard,2025-03-27T20:44:16,Bank Transfer,10.11,Utilities,Delayed Refund,Neutral,Complete,3,Standard,Complaints,Rejected,2025-05-01T05:06:43,2025-05-02T15:37:12,120,1,0,1,3,No,No,Yes,No Refund,0.00,51.38,16.87,No,Valid
PFXC-000147,TXN-0012059,2026-01-10T10:09:30,Email,Standard,2025-11-18T13:34:30,Card Purchase,56.60,Digital Services,Delayed Refund,Frustrated,Missing,0,Standard,Payment Operations,Pending Customer,2026-01-11T05:51:52,,120,1,1,1,4,No,No,No,Pending,0.00,,19.71,No,Valid
PFXC-000148,TXN-0001854,2026-04-30T22:50:56,Call Centre,Standard,2026-03-11T07:44:56,Card Purchase,27.02,Subscription,Cash Withdrawal Dispute,Distressed,Partial,2,Standard,Fraud Review,Rejected,2026-05-01T16:47:19,2026-05-10T07:36:29,120,2,1,4,3,Yes,No,No,No Refund,0.00,224.76,17.94,Yes,Valid
PFXC-000149,TXN-0002068,2025-12-20T10:51:16,Email,Standard,2025-11-26T11:49:16,Card Purchase,132.37,Retail,Delayed Refund,Frustrated,Missing,0,Standard,Payment Operations,Rejected,2025-12-21T08:54:11,2025-12-28T18:50:37,120,2,1,6,2,No,Yes,No,No Refund,0.00,199.99,22.05,Yes,Valid
PFXC-000150,TXN-0000501,2026-02-10T01:35:02,Web,Standard,2026-01-29T10:26:02,Card Purchase,234.13,Retail,Failed Payment,Neutral,Partial,1,Standard,Technical Support,Cancelled,2026-02-10T19:57:12,2026-02-12T11:17:45,120,0,0,1,2,No,No,No,Customer Withdrawn,0.00,57.71,18.37,No,Valid
PFXC-000151,TXN-0005195,2025-11-02T01:23:52,Web,Standard,2025-09-07T11:06:52,Card Purchase,74.75,Cash Withdrawal,Duplicate Debit,Neutral,Complete,4,Standard,Payment Operations,Resolved,2025-11-02T21:45:56,2025-11-06T05:17:52,120,2,0,1,3,No,No,No,Full Refund,74.75,99.90,20.37,No,Valid
PFXC-000152,TXN-0006684,2025-05-17T16:05:20,Mobile,Standard,2025-03-18T13:41:20,Card Purchase,9.84,Utilities,Merchant Non-confirmation,Frustrated,Complete,4,Standard,Fraud Review,Resolved,2025-05-18T10:51:02,2025-05-25T00:33:51,120,3,0,3,2,Yes,No,No,Fraud Referral,0.00,176.48,18.76,Yes,Valid
PFXC-000153,TXN-0010816,2025-11-27T07:49:42,Mobile,Standard,2025-11-10T10:49:42,Bank Transfer,17.19,Other,Unauthorised Transaction,Frustrated,Complete,3,Standard,Customer Service,Resolved,2025-11-28T07:52:54,2025-11-30T07:42:36,120,1,0,2,3,No,No,No,Full Refund,17.19,71.88,24.05,No,Valid
PFXC-000154,TXN-0010909,2026-03-02T21:35:06,Web,Standard,2026-01-18T22:46:06,Card Purchase,21.35,Subscription,Failed Payment,Frustrated,Complete,2,Standard,Technical Support,Rejected,2026-03-03T15:43:29,2026-03-05T11:47:21,120,2,0,2,3,No,No,Yes,No Refund,0.00,62.20,18.14,No,Valid
PFXC-000155,TXN-0010719,2026-06-18T23:58:48,Web,Standard,2026-06-07T06:30:48,Bank Transfer,25.55,Subscription,Unauthorised Transaction,Frustrated,Complete,3,Standard,Customer Service,Resolved,2026-06-19T19:40:08,2026-06-25T05:58:16,120,2,0,2,4,No,Yes,No,Partial Refund,19.99,149.99,19.69,Yes,Valid
PFXC-000156,TXN-0007632,2025-06-08T05:18:46,Mobile,Standard,2025-04-08T10:47:46,Bank Transfer,42.08,Utilities,Duplicate Debit,Distressed,Complete,3,Standard,Fraud Review,Rejected,2025-06-08T18:15:50,2025-06-12T15:31:04,120,2,0,2,3,Yes,No,No,No Refund,0.00,106.21,12.95,No,Valid
PFXC-000157,TXN-0000050,2026-06-23T15:59:36,Web,Standard,2026-06-17T12:09:36,Bank Transfer,62.22,Other,Incorrect Amount,Neutral,Partial,1,Standard,Payment Operations,Pending Approval,2026-06-24T17:08:51,,120,1,1,1,3,No,No,No,Pending,0.00,,25.15,No,Valid
PFXC-000158,TXN-0008429,2026-05-05T10:49:31,Mobile,Standard,2026-04-03T08:36:31,Card Purchase,126.27,Other,Unauthorised Transaction,Frustrated,Partial,2,High,Customer Service,Rejected,2026-05-05T19:09:15,2026-05-10T17:20:03,72,1,1,3,4,No,No,No,No Refund,0.00,126.51,8.33,Yes,Valid
