event_id,case_id,event_datetime,event_type,from_status,to_status,actor_role,automated_flag,queue_from,queue_to,waiting_reason
EVT-00000211,PFXC-000028,2025-07-07T11:52:02,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00000212,PFXC-000028,2025-07-07T18:39:07,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00000213,PFXC-000028,2025-07-08T07:18:11,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00000214,PFXC-000029,2025-07-27T00:17:54,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00000215,PFXC-000029,2025-07-27T04:56:16,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00000216,PFXC-000029,2025-07-27T07:25:35,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00000217,PFXC-000029,2025-07-27T17:52:41,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00000218,PFXC-000029,2025-07-28T12:30:49,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00000219,PFXC-000029,2025-07-28T16:04:14,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Customer Service,None
EVT-00000220,PFXC-000029,2025-07-29T03:23:56,Escalation,In Investigation,In Investigation,Operations,No,Customer Service,Customer Service,None
EVT-00000221,PFXC-000029,2025-08-01T23:38:04,Decision,In Investigation,Pending Approval,Operations,No,Customer Service,Refund Approval,None
EVT-00000222,PFXC-000029,2025-08-02T02:12:04,Notification,Pending Approval,Pending Approval,System,Yes,Customer Service,Customer Service,None
EVT-00000223,PFXC-000029,2025-08-02T02:41:51,Closure,Pending Approval,Resolved,Operations,No,Customer Service,Customer Service,None
EVT-00000224,PFXC-000030,2025-01-10T04:49:51,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00000225,PFXC-000030,2025-01-10T05:30:57,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00000226,PFXC-000030,2025-01-10T15:12:41,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00000227,PFXC-000030,2025-01-11T21:25:16,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00000228,PFXC-000031,2025-09-28T13:57:01,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00000229,PFXC-000031,2025-09-28T18:06:18,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00000230,PFXC-000031,2025-09-29T01:53:45,Review,In Triage,In Investigation,Payment Operations,No,Fraud Review,Fraud Review,None
EVT-00000231,PFXC-000031,2025-09-29T21:29:41,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Refund Approval,None
EVT-00000232,PFXC-000031,2025-10-06T04:39:34,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,None
EVT-00000233,PFXC-000031,2025-10-06T06:32:34,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00000234,PFXC-000031,2025-10-06T10:41:59,Closure,Pending Approval,Resolved,Operations,No,Refund Approval,Refund Approval,None
EVT-00000235,PFXC-000032,2025-03-14T16:57:20,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00000236,PFXC-000032,2025-03-14T19:48:23,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00000237,PFXC-000032,2025-03-15T03:41:25,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Technical Support,Technical Support,None
EVT-00000238,PFXC-000032,2025-03-16T04:30:01,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Technical Support,Technical Support,Customer
EVT-00000239,PFXC-000032,2025-03-20T00:57:16,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Refund Approval,None
EVT-00000240,PFXC-000032,2025-03-20T01:37:16,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00000241,PFXC-000032,2025-03-20T02:55:09,Closure,Pending Approval,Resolved,Operations,No,Technical Support,Technical Support,None
EVT-00000242,PFXC-000033,2025-06-20T07:13:46,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00000243,PFXC-000033,2025-06-20T07:44:23,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00000244,PFXC-000033,2025-06-20T09:16:38,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Fraud Review,Fraud Review,None
EVT-00000245,PFXC-000033,2025-06-21T00:51:52,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Fraud Review,Fraud Review,Customer
EVT-00000246,PFXC-000033,2025-06-21T19:10:40,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Payment Operations,None
EVT-00000247,PFXC-000033,2025-06-22T08:05:45,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Technical Support,Technical Failure
EVT-00000248,PFXC-000033,2025-06-22T23:40:11,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Refund Approval,None
EVT-00000249,PFXC-000033,2025-06-29T07:14:56,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,Internal Review
EVT-00000250,PFXC-000033,2025-06-29T08:47:56,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00000251,PFXC-000033,2025-06-29T13:34:30,Closure,Pending Approval,Resolved,Operations,No,Refund Approval,Refund Approval,None
EVT-00000252,PFXC-000034,2025-09-01T12:53:52,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00000253,PFXC-000034,2025-09-01T16:57:15,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00000254,PFXC-000034,2025-09-02T03:03:21,Review,In Triage,In Investigation,Payment Operations,No,Payment Operations,Payment Operations,None
EVT-00000255,PFXC-000034,2025-09-02T20:13:19,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Fraud Review,None
EVT-00000256,PFXC-000034,2025-09-03T08:46:14,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00000257,PFXC-000034,2025-09-04T12:23:35,Decision,In Investigation,Pending Approval,Operations,No,Fraud Review,Fraud Review,None
EVT-00000258,PFXC-000034,2025-09-04T14:46:35,Notification,Pending Approval,Pending Approval,System,Yes,Fraud Review,Fraud Review,None
EVT-00000259,PFXC-000034,2025-09-04T20:04:29,Closure,Pending Approval,Cancelled,Operations,No,Fraud Review,Fraud Review,None
EVT-00000260,PFXC-000035,2025-07-12T03:28:37,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00000261,PFXC-000035,2025-07-12T04:49:05,Assignment,Submitted,In Triage,System,Yes,Customer Service,Refund Approval,None
EVT-00000262,PFXC-000035,2025-07-12T13:31:09,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Refund Approval,Refund Approval,None
EVT-00000263,PFXC-000035,2025-07-13T09:02:39,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Refund Approval,Refund Approval,Customer
EVT-00000264,PFXC-000035,2025-07-14T03:56:03,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Refund Approval,None
EVT-00000265,PFXC-000035,2025-07-14T07:23:43,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Payment Operations,None
EVT-00000266,PFXC-000035,2025-07-15T14:21:21,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00000267,PFXC-000035,2025-07-15T17:19:21,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00000268,PFXC-000035,2025-07-15T19:41:08,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00000269,PFXC-000036,2025-12-23T19:46:39,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00000270,PFXC-000036,2025-12-24T01:46:52,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00000271,PFXC-000036,2025-12-24T09:00:40,Review,In Triage,In Investigation,Payment Operations,No,Fraud Review,Fraud Review,None
EVT-00000272,PFXC-000036,2025-12-25T02:36:41,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Payment Operations,None
EVT-00000273,PFXC-000036,2025-12-25T06:37:59,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Technical Support,Technical Failure
EVT-00000274,PFXC-000036,2025-12-25T12:55:47,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,Technical Failure
EVT-00000275,PFXC-000036,2025-12-25T18:40:21,Escalation,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,None
EVT-00000276,PFXC-000036,2025-12-31T03:18:51,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,None
EVT-00000277,PFXC-000036,2025-12-31T05:09:51,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00000278,PFXC-000036,2025-12-31T08:25:51,Closure,Pending Approval,Rejected,Operations,No,Technical Support,Technical Support,None
EVT-00000279,PFXC-000037,2025-05-16T05:36:21,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00000280,PFXC-000037,2025-05-16T09:59:23,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00000281,PFXC-000037,2025-05-16T21:48:05,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
EVT-00000282,PFXC-000037,2025-05-17T08:40:08,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Fraud Review,None
EVT-00000283,PFXC-000037,2025-05-19T13:28:03,Decision,In Investigation,Pending Approval,Operations,No,Fraud Review,Fraud Review,None
EVT-00000284,PFXC-000037,2025-05-19T15:34:03,Notification,Pending Approval,Pending Approval,System,Yes,Fraud Review,Fraud Review,None
EVT-00000285,PFXC-000037,2025-05-19T21:12:40,Closure,Pending Approval,Rejected,Operations,No,Fraud Review,Fraud Review,None
EVT-00000286,PFXC-000038,2025-05-01T10:29:30,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00000287,PFXC-000038,2025-05-01T11:27:43,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00000288,PFXC-000038,2025-05-01T13:50:01,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00000289,PFXC-000038,2025-05-02T08:48:34,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Payment Operations,None
EVT-00000290,PFXC-000038,2025-05-06T13:03:36,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00000291,PFXC-000038,2025-05-06T13:31:36,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00000292,PFXC-000038,2025-05-06T16:19:11,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00000293,PFXC-000039,2025-04-29T14:58:38,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00000294,PFXC-000039,2025-04-29T22:22:57,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00000295,PFXC-000039,2025-04-30T07:17:51,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00000296,PFXC-000039,2025-05-01T18:21:07,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00000297,PFXC-000039,2025-05-02T05:39:13,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Technical Support,Technical Failure
EVT-00000298,PFXC-000039,2025-05-06T09:05:27,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,None
EVT-00000299,PFXC-000039,2025-05-06T12:03:27,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00000300,PFXC-000039,2025-05-06T12:31:33,Closure,Pending Approval,Resolved,Operations,No,Technical Support,Technical Support,None
EVT-00000301,PFXC-000040,2026-02-15T07:14:44,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00000302,PFXC-000040,2026-02-15T07:55:30,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00000303,PFXC-000040,2026-02-15T15:08:36,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Technical Support,Technical Support,None
EVT-00000304,PFXC-000040,2026-02-16T18:16:58,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Technical Support,Technical Support,Customer
EVT-00000305,PFXC-000040,2026-02-17T01:07:18,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Refund Approval,None
EVT-00000306,PFXC-000040,2026-02-17T09:46:15,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Payment Operations,None
EVT-00000307,PFXC-000040,2026-02-19T22:16:18,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,Internal Review
EVT-00000308,PFXC-000040,2026-02-19T22:26:18,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00000309,PFXC-000040,2026-02-20T05:58:27,Closure,Pending Approval,Cancelled,Operations,No,Payment Operations,Payment Operations,None
EVT-00000310,PFXC-000041,2025-03-14T23:10:26,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00000311,PFXC-000041,2025-03-15T04:08:05,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00000312,PFXC-000041,2025-03-15T08:09:40,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00000313,PFXC-000041,2025-03-16T10:15:29,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00000314,PFXC-000041,2025-03-17T03:07:21,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Refund Approval,None
EVT-00000315,PFXC-000041,2025-03-17T12:32:02,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Fraud Review,None
EVT-00000316,PFXC-000041,2025-03-17T17:24:59,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Payment Operations,None
EVT-00000317,PFXC-000041,2025-03-18T12:28:08,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00000318,PFXC-000041,2025-03-21T16:25:35,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00000319,PFXC-000041,2025-03-21T19:08:35,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00000320,PFXC-000041,2025-03-21T23:01:29,Closure,Pending Approval,Rejected,Operations,No,Payment Operations,Payment Operations,None
EVT-00000321,PFXC-000042,2025-01-19T23:52:16,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00000322,PFXC-000042,2025-01-20T01:51:47,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00000323,PFXC-000042,2025-01-20T09:59:26,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Fraud Review,Fraud Review,None
EVT-00000324,PFXC-000042,2025-01-21T01:05:48,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Fraud Review,Fraud Review,Customer
EVT-00000325,PFXC-000042,2025-01-21T15:52:44,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00000326,PFXC-000042,2025-01-22T02:13:13,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00000327,PFXC-000042,2025-01-22T20:34:51,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Technical Support,Technical Failure
EVT-00000328,PFXC-000042,2025-01-23T02:01:38,Escalation,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,None
EVT-00000329,PFXC-000042,2025-01-28T19:32:30,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,None
EVT-00000330,PFXC-000042,2025-01-28T19:56:30,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00000331,PFXC-000042,2025-01-29T02:09:01,Closure,Pending Approval,Rejected,Operations,No,Technical Support,Technical Support,None
